"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_24360",0.3854,-2.8313,-9.4017
"PA14_24370",0.0701,-6.4619,1.9063
"PA14_24380",-1.8519,-6.5896,21.7492
"PA14_24390",-0.9621,-9.1334,12.0332
"PA14_24400",-0.3667,-2.11,4.1818
"PA14_24410",-0.0442,-0.9436,1.4305
"PA14_24420",6.1544,-23.8615,24.3367
"PA14_24430",-0.1106,0.7746,14.3545
"PA14_24440",-0.455,7.2186,-1.3707
"PA14_24445",-0.3032,-1.4985,0.5787
"PA14_24480",-0.4727,6.1138,-10.2207
"PA14_24490",5.6558,18.9708,-93.1388
"PA14_24500",0.0149,1.561,-3.7436
"PA14_24510",0.0804,-0.6441,-1.834
"PA14_24530",0.1564,1.5522,-0.9669
"PA14_24550",-0.0449,-1.6643,-1.7269
"PA14_24560",1.5482,-3.5967,-6.5289
"PA14_24570",0.1221,-2.2979,2.2611
"PA14_24580",-0.1008,-0.1551,-0.201
"PA14_24590",-0.162,-4.8966,2.6884
"PA14_24600",-0.302,-0.7597,-0.5057
"PA14_24610",0.4854,-1.5482,-1.9116
"PA14_24620",-0.1916,-2.4939,-3.248
"PA14_24630",-22.0592,-7.1911,-83.765
"PA14_24640",2.3006,8.581,44.6973
"PA14_24650",-0.2826,-1.6802,-4.0491
"PA14_24665",-0.0646,-0.6875,2.8525
"PA14_24675",0.1626,-0.2741,5.6032
"PA14_24690",0.1611,2.2467,14.7083
"PA14_24700",-0.0147,-3.4671,-3.3009
"PA14_24710",-0.3264,-1.0946,-1.5361
"PA14_24720",0.0735,0.7898,-0.8255
"PA14_24730",-2.6242,4.7032,-24.8732
"PA14_24740",0.3919,-1.0577,-3.4801
"PA14_24760",0.1021,-0.3177,-1.8413
"PA14_24770",0.2381,-0.8879,-5.3729
"PA14_24780",-0.2719,-0.2909,3.1137
"PA14_24790",-0.7336,-4.562,2.6103
"PA14_24810",24.4576,84.9831,-48.2187
"PA14_24820",-0.3869,0.8688,0.8224
"PA14_24830",-0.6291,17.2134,-76.0046
"PA14_24840",-0.2487,1.2564,2.6747
"PA14_24850",0.1547,0.9503,1.0256
"PA14_24860",-0.2373,-2.741,-6.8946
"PA14_24880",0.5783,-5.0608,-7.1631
"PA14_24890",-0.1165,-7.6611,-3.7226
"PA14_24900",0.0356,0.0174,0.8389
"PA14_24910",0.146,-1.2591,0.6104
"PA14_24920",-0.431,-5.2152,-3.27
"PA14_24940",0.7074,-2.8413,-1.2814
"PA14_24950",-1.1321,-14.5825,-26.2769
"PA14_24960",-0.2759,-3.4477,-0.9094
"PA14_24970",-0.0112,-3.178,-15.3138
"PA14_24980",-1.7855,-0.4405,-11.4753
"PA14_24990",-2.4268,39.4362,11.1367
"PA14_25000",0.2044,-21.9974,14.3199
"PA14_25020",-6.1462,12.4747,81.9062
"PA14_25030",0.0266,-1.4171,3.8751
"PA14_25040",-0.0434,-2.6329,-1.4483
"PA14_25050",-0.1104,1.5481,2.3509
"PA14_25060",-0.0156,-8.636,-2.2975
"PA14_25080",-1.9612,-3.8317,8.5237
"PA14_25090",-0.0804,-1.2887,0.5256
"PA14_25100",-4.3802,-26.8265,-69.2357
"PA14_25110",-6e-04,-4.0019,-4.3141
"PA14_25130",-2.1736,-3.3429,0.0845
"PA14_25140",-0.6635,-15.6612,10.9609
"PA14_25150",-0.3848,38.6796,20.5839
"PA14_25160",-1.0223,311.5823,163.7672
"PA14_25180",-0.149,3.8451,-1.3746
"PA14_25195",0.0278,2.5205,-3.0425
"PA14_25210",3.4142,-8.0145,-19.48
"PA14_25220",0.5064,-1.0914,12.418
"PA14_25230",0.0733,-0.1925,11.0686
"PA14_25250",-0.1361,-10.4468,29.1953
"PA14_25270",-0.1341,-5.9022,9.554
"PA14_25280",0.0025,1.5368,6.21
"PA14_25305",17.3006,-12.5659,206.3593
"PA14_25320",0.1305,-1.2548,6.2824
"PA14_25330",0.9559,-2.2504,7.2142
"PA14_25340",-0.1767,-0.4374,5.6499
"PA14_25350",0.5854,-0.7195,11.0122
"PA14_25360",15.2967,-128.5168,349.3566
"PA14_25370",4.3438,-13.9788,7.9731
"PA14_25390",0.0736,0.2113,5.0922
"PA14_25400",-5.9065,-22.7606,-36.2971
"PA14_25410",-0.0554,-2.303,-2.0005
"PA14_25420",-0.4452,-6.3237,-5.2091
"PA14_25430",-0.1663,1.8253,2.3613
"PA14_25440",0.2044,1.8275,15.9361
"PA14_25450",1.6742,1.8921,12.9396
"PA14_25470",0.1063,0.1901,-1.7017
"PA14_25480",-0.0445,6.6984,-16.1866
"PA14_25490",-7.7407,2.3365,-158.7359
"PA14_25500",0.7934,-3.2894,-18.1915
"PA14_25510",0.0951,-0.517,-6.4737
"PA14_25520",0.0813,-0.5719,-2.7175
"PA14_25530",0.6713,-0.3605,-20.7017
"PA14_25540",-0.1957,-2.7699,-8.6469
"PA14_25550",1.6164,-2.7103,-24.4083
"PA14_25560",1.8609,37.6588,139.9225
"PA14_25580",1.4933,-1.6671,17.0774
"PA14_25590",-10.069,2.7465,118.7328
"PA14_25600",0.9644,-15.0094,86.1488
"PA14_25610",1.0934,-0.9428,5.2059
"PA14_25620",-1.9011,-2.3835,7.9183
"PA14_25630",0.1708,-1.7088,4.0363
"PA14_25640",0.2224,-1.7545,8.0376
"PA14_25650",-0.2453,-3.5772,8.6624
"PA14_25660",-0.3447,-3.264,5.6601
"PA14_25670",0.0777,-2.8173,2.7491
"PA14_25690",0.7935,-7.1111,-5.482
"PA14_25710",-0.3792,-7.2492,-4.0909
"PA14_25730",2.4126,-7.4745,9.2214
"PA14_25740",-0.271,-2.0713,3.2765
"PA14_25760",2.262,-3.3024,6.9403
"PA14_25770",0.0424,-0.8149,-1.8884
"PA14_25780",0.0043,0.1778,-0.185
"PA14_25790",-0.2765,-1.4308,-7.398
"PA14_25800",-0.3861,-3.1795,-4.4623
"PA14_25810",-0.4378,-3.9254,-8.3735
"PA14_25820",0.7023,-5.1667,-3.7777
"PA14_25830",-3.1228,-23.0163,-6.8937
"PA14_25840",0.0672,-2.1145,-0.5674
"PA14_25860",-1.0744,-0.9348,7.852
"PA14_25880",0.2016,-0.7558,3.1059
"PA14_25900",0.0372,-2.1278,-4.5995
"PA14_25910",-0.1152,-2.1046,-4.3086
"PA14_25920",-0.9758,-34.3202,-12.8227
"PA14_25930",0.1946,-12.79,-8.9053
"PA14_25940",-0.3189,-13.3187,-13.0795
"PA14_25960",0.1624,-4.9614,-6.1256
"PA14_25970",-0.0997,-9.0973,-6.1423
"PA14_25980",-0.1418,0.633,9.9953
"PA14_25990",0.2869,8.1947,16.307
"PA14_26000",-1.2659,-1.6741,3.7971
"PA14_26010",1.8026,0.43,0.553
"PA14_26020",-1.2378,-9.7723,-45.7152
"PA14_26050",0.1931,-0.5414,-4.9964
"PA14_26060",0.0623,-1.1595,-5.2019
"PA14_26070",0.1157,-0.8513,0.3648
"PA14_26080",-1.041,-3.8837,-0.656
"PA14_26090",0.0707,-0.5717,0.0795
"PA14_26110",-1.5275,-33.7322,40.0904
"PA14_26130",-0.9917,-2.429,4.4239
"PA14_26140",-1.1792,-5.7934,22.2881
"PA14_26150",3.5363,12.1525,54.8134
"PA14_26160",-0.6976,3.6419,6.1048
"PA14_26165",-0.0547,1.128,1.5622
"PA14_26190",0.3214,-11.7753,-24.6975
"PA14_26200",1.7195,-0.8818,-0.7558
"PA14_26210",-0.7838,-7.9548,-9.8258
"PA14_26220",0.4928,-0.8724,2.8169
"PA14_26230",-0.6422,0.2495,2.3944
"PA14_26240",1.4152,-7.789,-6.5198
"PA14_26260",-0.0018,-0.1744,-0.736
"PA14_26270",-17.7426,-63.5521,-131.8785
"PA14_26280",0.0213,-2.9827,-5.7259
"PA14_26300",0.6875,-0.8124,-0.6281
"PA14_26310",-0.3436,-1.0132,-0.5741
"PA14_26330",0.2023,-1.8486,-6.4574
"PA14_26340",0.7458,-0.2217,-0.7765
"PA14_26350",1.3454,-22.1767,-29.967
"PA14_26360",1.0513,-2.707,-0.5214
"PA14_26390",1.1346,-3.3126,-0.4792
"PA14_26400",0.2716,-1.2457,-0.0313
"PA14_26420",1.5579,-4.3335,0.9167
"PA14_26450",-0.2329,-7.8623,5.841
"PA14_26460",-0.3414,-0.8627,4.4323
"PA14_26470",0.0497,-1.8572,1.9151
"PA14_26480",0.1778,-0.481,0.7183
"PA14_26485",0.2842,3.3921,11.863
"PA14_26500",-1.6418,0.4343,24.2875
"PA14_26510",0.3631,-1.1472,5.9883
"PA14_26530",0.1542,-3.4049,15.2693
"PA14_26540",-0.7084,-6.9935,12.6909
"PA14_26550",0.9309,0.5567,2.1071
"PA14_26560",-0.1323,0.6476,6.0129
"PA14_26570",4.8862,-20.3652,10.0124
"PA14_26580",-0.2266,0.3911,2.6736
"PA14_26590",-0.0517,-0.2898,-0.1353
"PA14_26600",-0.0582,1.9749,0.6344
"PA14_26610",-0.2973,2.1937,1.2461
"PA14_26620",0.1547,-0.6564,-2.8192
"PA14_26640",-0.8252,-3.3255,-1.7491
"PA14_26650",8.904,-39.6135,-28.7658
"PA14_26670",0.1841,-14.1593,-8.3523
"PA14_26690",-0.1222,-1.3956,-1.4063
"PA14_26700",0.1198,-3.6509,-2.3093
"PA14_26720",5.6208,-34.7663,-31.207
"PA14_26730",-0.5615,-4.4663,-3.5313
"PA14_26750",-0.2257,-0.1726,-1.0274
"PA14_26760",-0.6399,-1.7519,0.0531
"PA14_26770",-0.3339,-3.5949,-0.5686
"PA14_26780",0.2154,-2.4275,-9.8476
"PA14_26810",1.418,-2.3948,4.2964
"PA14_26830",-0.5957,8.9479,4.8795
"PA14_26850",-4.1375,5.4829,5.6071
"PA14_26860",-0.0335,1.02,0.0264
"PA14_26870",-0.6285,-0.3662,-6.864
"PA14_26880",-8.0194,1.5175,-46.3464
"PA14_26890",3.5868,-5.9337,-0.1317
"PA14_26910",-4.7502,-135.9651,-154.3584
"PA14_26920",0.031,-4.1669,-1.0485
"PA14_26930",0.2019,-20.9063,-13.2635
"PA14_26940",-0.7067,-13.1548,-30.6735
"PA14_26960",-1.3832,-4.3621,-23.813
"PA14_26970",0.0957,-4.1159,-10.7369
"PA14_26980",-0.0651,-19.161,-30.3394
"PA14_26990",-0.139,-2.5051,-1.1823
"PA14_27000",-0.7374,-3.3851,-0.6912
"PA14_27020",0.0891,-2.1569,5.1362
"PA14_27050",0.4195,-1.685,9.9934
"PA14_27070",-18.0872,-307.794,-123.9574
"PA14_27090",0.0952,-4.4756,1.7003
"PA14_27100",-2.0632,-16.7509,8.5492
"PA14_27110",-1.1073,-1.7354,1.3115
"PA14_27120",0.0122,-0.1561,-1.6342
"PA14_27130",-0.0129,-1.1238,3.6923
"PA14_27140",-0.3878,0.0379,7.0179
"PA14_27150",-0.0545,-1.2346,-0.093
"PA14_27160",-1.0004,-1.569,-8.9608
"PA14_27170",-0.5492,-2.1594,4.0043
"PA14_27180",-0.7501,2.3067,26.2558
"PA14_27200",-1.3195,2.8604,-1.7961
"PA14_27210",-0.244,0.184,2.0373
"PA14_27220",2.4057,45.5833,112.1658
"PA14_27230",0.1844,-0.8141,1.3213
"PA14_27250",-0.2292,0.8928,1.1438
"PA14_27270",0.4648,-0.3966,-1.9021
"PA14_27280",1.0187,-1.9802,-6.168
"PA14_27290",1.4634,-1.0111,-12.6798
"PA14_27310",-0.2185,-3.9129,-16.5553
"PA14_27330",0.039,0.0424,0.5822
"PA14_27350",2.2177,-7.179,-24.6014
"PA14_27360",-1.7457,-12.0081,-27.6334
"PA14_27370",0.2476,4.4014,5.2896
"PA14_27390",-0.2629,-5.7908,-6.0196
"PA14_27400",-0.7453,-0.1906,-4.3111
"PA14_27410",0.2814,-0.2226,-1.3643
"PA14_27420",-0.1595,1.1702,0.8489
"PA14_27430",0.2099,-3.5014,-3.66
"PA14_27440",-2.4741,5.8881,1.1282
"PA14_27450",0.2644,0.1506,-4.6136
"PA14_27460",0.3817,-2.4791,-7.7985
"PA14_27470",2.8548,-27.1678,-50.7263
"PA14_27480",-2.1415,20.4438,43.8243
"PA14_27490",1.0448,-5.8178,24.6277
"PA14_27500",2.1642,-8.3258,23.2275
"PA14_27510",0.9355,-4.2518,-7.2777
"PA14_27520",7.7901,11.6134,-1.486
"PA14_27530",-0.1518,-0.1597,-0.4674
"PA14_27550",0.0601,-2.8129,-1.7766
"PA14_27560",0.3408,0.8533,7.6992
"PA14_27570",-0.5004,-1.6324,4.3808
"PA14_27580",0.8263,-12.4215,-8.8675
"PA14_27590",1.0801,-5.8149,-1.0431
"PA14_27630",1.8021,-2.2045,-4.1122
"PA14_27640",-0.4245,2.9181,2.29
"PA14_27650",0.0277,-7.3089,-10.6151
"PA14_27660",0.0106,-0.0623,0.0191
"PA14_27675",0.0366,-0.4834,-0.8201
"PA14_27680",-1.6727,1.456,0.8635
"PA14_27690",-0.5964,-0.6813,-1.8539
"PA14_27700",-1.3889,0.9899,-3.1745
"PA14_27710",-0.064,-0.885,0.3492
"PA14_27720",0.2219,-8.6694,-7.1594
"PA14_27730",0.173,-1.2744,-3.4347
"PA14_27740",0.8537,-1.6769,-0.6877
"PA14_27755",3.2029,9.8974,-0.7478
"PA14_27770",-1.1345,-1.9073,1.7654
"PA14_27780",0.0055,-0.5716,0.4496
"PA14_27800",-3.9993,-1.0794,-3.3268
"PA14_27810",-1.7477,0.0912,-1.8526
"PA14_27830",-20.3105,21.9869,28.5452
"PA14_27840",-10.1509,3.9421,2.5742
"PA14_27850",-1.6152,-1.0171,-1.337
"PA14_27870",-0.1562,-1.8363,0.7315
"PA14_27880",2.2229,-13.0531,-6.1659
"PA14_27890",-0.8735,-0.9994,-1.954
"PA14_27900",-0.8425,-1.8792,6.2502
"PA14_27910",2.9156,-12.8991,-11.9112
"PA14_27920",-0.1777,-0.5936,-0.9471
"PA14_27930",-0.2871,-0.9314,-0.5974
"PA14_27940",0.5772,-1.7801,-6.2443
"PA14_27950",0.3793,-2.5244,-5.1431
"PA14_27960",-0.7684,-3.966,0.8267
"PA14_27980",-0.0805,4.2109,14.362
"PA14_27990",-0.4431,-4.5292,-5.8731
"PA14_28000",-0.2847,3.9613,0.7125
"PA14_28010",0.1912,6.2843,3.0287
"PA14_28020",-0.0796,3.5357,1.0089
"PA14_28030",-0.0969,-1.882,-11.7586
"PA14_28040",-0.0502,3.112,11.418
"PA14_28050",0.5512,-19.8901,-41.7009
"PA14_28060",-1.3746,-25.7274,-63.8999
"PA14_28070",0.0447,-2.8603,-5.9363
"PA14_28080",0.0445,-0.3491,-0.0569
"PA14_28090",-0.169,0.3753,0.3376
"PA14_28100",-0.5422,0.6307,0.1057
"PA14_28110",0.1355,1.3176,1.9327
"PA14_28120",0.4118,4.4076,5.8541
"PA14_28130",0.2128,3.8659,4.6275
"PA14_28140",0.6213,-9.6924,-17.6614
"PA14_28150",0.013,-3.2477,-7.8368
"PA14_28170",-0.2624,0.4258,-0.9198
"PA14_28180",-3.3265,8.0507,6.7798
"PA14_28200",-0.0725,4.735,1.7476
"PA14_28210",0.0362,16.0139,6.7108
"PA14_28220",1.685,217.3542,81.7301
"PA14_28230",-1.7387,0.623,-0.4122
"PA14_28240",0.236,13.1578,-3.0504
"PA14_28250",-5.0744,-108.1895,-205.6574
"PA14_28260",-0.1142,-3.9556,-9.9669
"PA14_28280",-0.2646,-1.5584,-5.4165
"PA14_28290",-1.7781,-18.0469,-29.7017
"PA14_28300",0.0701,-1.7349,-0.2576
"PA14_28310",0.3807,-0.5933,-2.3845
"PA14_28320",-1.2718,2.4538,-26.6565
"PA14_28330",0.0114,-2.3921,-1.197
"PA14_28340",8.3576,-41.5343,-141.3478
"PA14_28350",3.1644,1.8953,-19.357
"PA14_28360",0.2574,-6.4534,-12.3236
"PA14_28370",0.4253,-8.5834,-20.492
"PA14_28380",0.6685,-4.1756,-3.6823
"PA14_28390",0.0545,-0.3368,-0.1542
"PA14_28400",5.2515,57.0325,76.281
"PA14_28410",0.7988,1.0691,3.369
"PA14_28420",-0.138,1.1862,1.039
"PA14_28430",3.0253,26.1678,-0.2589
"PA14_28440",63.9106,-152.2468,-422.3026
"PA14_28450",0.8756,2.0583,14.1335
"PA14_28460",0.1411,-2.6153,-2.6023
"PA14_28470",-2.9332,-2.5185,14.9297
"PA14_28490",0.3567,-0.1899,-2.6929
"PA14_28500",-1.1483,-0.9768,-0.9545
"PA14_28510",0.0193,0.7182,3.6256
"PA14_28520",0.2083,3.4725,-1.6664
"PA14_28530",-0.2768,2.2587,0.568
"PA14_28540",0.2091,-0.4628,0.0293
"PA14_28560",-0.5107,-2.0771,10.7153
"PA14_28570",-1.7377,1.1352,25.7746
"PA14_28580",4.4807,-5.8115,29.7491
"PA14_28590",-1.9513,3.5663,23.3474
"PA14_28600",2.4528,-3.9755,5.266
"PA14_28610",-0.5686,1.2677,0.106
"PA14_28620",0.6153,-3.7268,-9.3896
"PA14_28630",-0.2463,0.0198,3.9539
"PA14_28650",-0.4966,-1.1762,11.3224
"PA14_28660",-0.9717,0.7713,6.7013
"PA14_28670",0.4343,2.09,8.1786
"PA14_28680",5.4967,-1.1794,12.2742
"PA14_28690",0.8122,-7.6104,4.8089
"PA14_28710",0.3712,-3.5289,-1.8487
"PA14_28720",1.1781,-3.8935,-6.2666
"PA14_28730",0.2783,-5.1658,-4.0837
"PA14_28750",2.2379,-8.5389,-22.5762
"PA14_28760",1.4714,-4.7772,-11.3244
"PA14_28770",2e-04,-3.1727,1.2397
"PA14_28780",-0.0428,-1.9216,-3.2105
"PA14_28790",0.3924,-2.1653,-4.1634
"PA14_28800",0.466,-4.8059,-8.5182
"PA14_28810",-1.6682,-38.6168,-53.463
"PA14_28820",-0.1759,-3.6985,-6.2791
"PA14_28830",1.455,-12.9657,-17.6554
"PA14_28840",-0.2703,-6.1389,-8.2191
"PA14_28850",0.8226,-8.3484,-9.6892
"PA14_28870",-0.2979,-11.8886,-10.6101
"PA14_28880",-0.0686,0.8499,0.8226
"PA14_28895",0.4242,23.8167,4.3218
"PA14_28910",-1.2603,15.1006,-0.9201
"PA14_28920",0.4031,6.0632,-11.4797
"PA14_28930",-0.3264,1.1086,-9.4419
"PA14_28940",-0.2285,-3.0778,-19.1067
"PA14_28950",0.1089,-1.5833,-8.6657
"PA14_28960",0.0159,-2.2427,-5.537
"PA14_28970",-0.0473,2.0104,1.0523
"PA14_28980",-0.3521,1.2227,0.7824
"PA14_28990",-0.2725,0.8018,-8.7732
"PA14_29000",0.1632,-2.0929,-4.5161
"PA14_29010",-0.9149,-0.6182,-2.302
"PA14_29020",0.0404,-2.8283,-9.0763
"PA14_29030",-0.2582,-3.2408,-31.7956
"PA14_29040",0.6381,-2.2702,3.1768
"PA14_29050",2.0858,-1.8036,-0.7443
"PA14_29060",0.0044,-4.4522,-22.2134
"PA14_29070",-51.3662,-453.3172,331.197
"PA14_29090",-0.0118,-8.3185,-2.7207
"PA14_29100",0.5994,-6.8129,-5.6473
"PA14_29110",0.3242,-6.6355,-7.2072
"PA14_29120",0.0385,-0.6742,-0.5367
"PA14_29130",-1.335,-9.4538,-4.7036
"PA14_29150",-0.0819,-3.6124,-3.9856
"PA14_29160",0.153,-9.8396,-5.5481
"PA14_29180",-0.2983,-7.143,5.2319
"PA14_29190",0.0586,6.8608,0.8893
"PA14_29200",0.345,2.9137,-1.2174
"PA14_29210",-0.0331,-4.931,-12.7623
"PA14_29220",1.3521,-8.4599,-15.5093
"PA14_29230",-0.2125,-1.2905,-2.8629
"PA14_29240",1.2964,-1.4554,0.3386
"PA14_29250",-6.3253,-1.7045,20.2244
"PA14_29260",16.6063,-193.66,-87.3796
"PA14_29270",1.0373,-0.7553,-3.5358
"PA14_29280",0.6916,-2.6458,0.8499
"PA14_29290",0.9111,5.4582,2.2081
"PA14_29300",3.9945,6.6195,36.0066
"PA14_29320",-0.0342,0.2227,0.0328
"PA14_29330",1.6773,-71.5218,-311.7244
"PA14_29340",-0.171,-1.0487,-0.4597
"PA14_29350",-0.0187,0.4661,-0.1123
"PA14_29360",-1.446,3.8365,3.8126
"PA14_29390",-0.4779,6.6219,4.2514
"PA14_29400",-3.0828,22.8133,22.96
"PA14_29405",-0.0513,1.847,1.9157
"PA14_29410",-1.3733,-1.417,3.8605
"PA14_29420",0.9187,-28.9509,-45.9638
"PA14_29440",1.2614,-6.5561,-15.31
"PA14_29460",-0.3144,-1.0909,-1.2729
"PA14_29470",2.3056,23.6133,30.9547
"PA14_29480",-0.0044,-1.3299,-3.6459
"PA14_29490",-0.361,-1.6986,-0.7093
"PA14_29500",0.0071,-0.4948,-1.4956
"PA14_29510",-0.1177,-0.2231,-0.3588
"PA14_29520",0.4777,-1.3983,-7.1328
"PA14_29530",0.1357,-1.6055,-2.1747
"PA14_29540",0.1783,-0.3164,-0.8203
"PA14_29550",-0.1176,0.3733,-1.0406
"PA14_29560",0.1346,-0.4447,-2.7371
"PA14_29570",0.6367,3.8123,-2.2864
"PA14_29575",0.4088,-5.8263,-8.5791
"PA14_29590",-0.4521,2.4068,0.0161
"PA14_29600",4.2934,-1.5477,3.4205
"PA14_29620",-1.387,8.0565,23.9368
"PA14_29640",-0.0898,-0.9151,-1.3694
"PA14_29650",-1.2709,-2.7106,-3.7041
"PA14_29660",0.4786,-2.7518,-5.0656
"PA14_29680",-0.615,-3.5212,-6.7769
"PA14_29690",0.6024,-2.0663,-5.0944
"PA14_29710",0.0766,-1.3254,-4.4681
"PA14_29720",-0.7622,-10.0796,-17.2506
"PA14_29730",0.1178,-2.4545,-4.377
"PA14_29740",0.3177,-1.1205,-3.7048
"PA14_29750",0.3136,-0.7475,-5.8321
"PA14_29760",-0.1517,-4.7772,0.9775
"PA14_29770",0.2388,0.5127,2.4702
"PA14_29800",-0.0951,-9.7698,-6.8257
"PA14_29820",-0.1005,-0.1413,-4.5848
"PA14_29830",1.5678,0.5517,-8.5018
"PA14_29850",-2.3511,-27.8469,21.8734
"PA14_29860",5.5132,-29.5568,9.4939
"PA14_29880",1.8412,-11.4732,7.2675
"PA14_29890",-1.1042,-1.2386,4.5808
"PA14_29900",-0.5458,-7.2208,4.4834
"PA14_29920",0.0524,-9.4609,5.7471
"PA14_29930",0.8168,-6.9642,6.5155
"PA14_29940",1.0494,-3.6945,7.3555
"PA14_29970",-4.69,-23.1426,58.9973
"PA14_29980",0.9134,-11.8305,16.9641
"PA14_29990",1.7651,-9.6791,22.4547
"PA14_30010",0.2541,-2.6622,8.4184
"PA14_30020",-0.5357,-0.3346,4.7926
"PA14_30030",0.2906,1.8567,1.5641
"PA14_30040",0.1836,-2.1765,-8.8812
"PA14_30050",0.6609,-2.6362,3.5865
"PA14_30070",0.5657,-3.4999,-6.252
"PA14_30080",1.1531,-1.4516,-0.8813
"PA14_30090",-0.4705,0.2602,-0.4568
"PA14_30100",-0.7301,0.4093,2.8002
"PA14_30110",0.4629,-4.8814,39.7455
"PA14_30130",0.1944,-1.7422,8.6122
"PA14_30140",0.1939,-0.7655,6.1671
"PA14_30150",-0.2568,2.7951,17.2948
"PA14_30160",-0.3242,0.7526,11.6758
"PA14_30180",0.0303,10.7355,31.8895
"PA14_30190",0.9399,-15.1943,25.0528
"PA14_30200",0.6381,-4.8617,-9.9991
"PA14_30210",-1.2929,-0.5299,0.0226
"PA14_30230",0.3687,-5.8966,-5.0527
"PA14_30240",-0.0707,-1.0026,1.3662
"PA14_30260",-0.0251,-1.0723,-2.2197
"PA14_30270",0.6042,0.1299,6.8582
"PA14_30280",1.1527,-1.036,28.6775
"PA14_30290",-0.004,-0.4654,6.1074
"PA14_30310",0.8114,-3.6968,15.4632
"PA14_30320",-2.6936,-20.4451,103.4766
"PA14_30330",-0.547,-45.3443,216.8405
"PA14_30340",-1.9572,-13.9548,57.6895
"PA14_30350",-0.1122,-2.5306,-2.893
"PA14_30360",0.2372,-7.4367,-10.4642
"PA14_30370",0.4048,-3.0707,-5.4337
"PA14_30380",-2.1043,-4.329,-4.4161
"PA14_30390",-3.4248,-21.3821,-20.3317
"PA14_30400",-1.9448,1.7209,-53.5441
"PA14_30410",-0.224,-5.7116,14.8666
"PA14_30430",1.438,-5.3561,-5.7313
"PA14_30440",-2.4365,1.5366,-2.8646
"PA14_30450",0.0993,-0.7658,-5.0537
"PA14_30460",0.5352,1.188,-2.9915
"PA14_30470",2.2609,0.3267,-5.4665
"PA14_30490",-0.0544,1.5362,-0.2046
"PA14_30500",0.3187,0.8378,-1.303
"PA14_30520",0.1652,2.3719,-0.5485
"PA14_30540",-0.8919,-1.8973,-0.1105
"PA14_30550",0.0138,0.9274,0.6368
"PA14_30560",0.1164,-0.839,-3.3982
"PA14_30570",1.2253,-7.6868,-25.5392
"PA14_30580",-0.2867,-26.9489,-27.0255
"PA14_30590",0.2802,1.212,-2.5225
"PA14_30600",0.1538,0.2997,0.5497
"PA14_30620",0.0174,-10.2823,-8.5338
"PA14_30630",-0.0017,-5.2214,-3.1755
"PA14_30650",-11.4991,-42.6752,-40.5083
"PA14_30660",0.2465,-2.9499,11.0946
"PA14_30670",0.2333,-1.2445,7.2393
"PA14_30690",-0.0021,-5.8496,-12.927
"PA14_30700",0.4243,-2.7574,5.079
"PA14_30710",-0.3769,-0.0602,-5.9605
"PA14_30730",1.2149,8.3509,-8.4486
"PA14_30740",-3.0071,5.9564,-0.9597
"PA14_30750",34.1947,11.1828,7.2185
"PA14_30760",-1.8651,-9.2552,-13.901
"PA14_30770",-1.4961,-7.2688,-9.4689
"PA14_30790",0.3057,-0.4893,-2.2084
"PA14_30800",0.9118,-0.8628,-4.1977
"PA14_30810",-0.056,1.5351,-14.7309
"PA14_30820",-1.0242,-7.9847,-33.7546
"PA14_30830",0.6865,-7.1466,-17.3838
"PA14_30840",0.469,-19.3211,-75.9102
"PA14_30850",0.8101,-3.2144,-3.3138
"PA14_30860",2.4216,0.6292,-17.7306
"PA14_30870",-0.0573,-0.6935,-0.0029
"PA14_30880",-3.3806,1.2806,-0.1755
"PA14_30890",6.3949,-5.3536,-15.853
"PA14_30900",-0.2817,-0.7012,-2.372
"PA14_30910",0.1308,-1.2846,-1.5549
"PA14_30930",0.2862,-0.4975,0.105
"PA14_30940",-4.8158,-8.694,-10.9642
"PA14_30950",-0.3407,0.2605,-9.0308
"PA14_30960",-2.1476,8.0282,-1.2174
"PA14_30970",-4.1481,9.156,-3.9793
"PA14_30980",-3.8356,-23.8013,-12.1108
"PA14_30990",-0.3269,-0.7221,0.2143
"PA14_31000",-0.1337,0.0848,-0.6553
"PA14_31010",-0.1754,-1.3345,-3.4419
"PA14_31030",0.0519,-0.4614,0.019
"PA14_31040",-3.4162,-1.155,11.6681
"PA14_31050",-0.1178,-0.2263,4.8426
"PA14_31060",-0.2814,0.0075,4.5745
"PA14_31070",0.1971,0.2087,-0.7394
"PA14_31080",0.4658,-1.0991,-0.1375
"PA14_31090",-0.5204,-0.3827,-2.0118
"PA14_31100",0.3314,-1.2086,-2.0543
"PA14_31110",-1.8491,-1.0498,3.1061
"PA14_31130",1.4557,1.6055,6.2077
"PA14_31150",0.9519,-1.9383,0.5914
"PA14_31160",0.5412,-1.5997,-4.4629
"PA14_31170",-0.2036,-1.4691,-4.7746
"PA14_31180",-0.4144,-0.242,-0.654
"PA14_31190",3.3657,-10.8963,-42.64
"PA14_31200",0.8479,2.9196,0.2746
"PA14_31220",0.0178,1.3118,0.4338
"PA14_31230",-0.216,0.7671,-4.974
"PA14_31240",-5.1626,4.7663,67.5864
"PA14_31250",1.457,-0.6341,1.1877
"PA14_31260",1.9081,-0.9071,-1.9192
"PA14_31270",0.0931,-1.043,-4.9621
"PA14_31280",-1.7761,-22.673,-21.8945
