"","MOCP_0110:ara:0.50000%:PA14_c26:270min:A","MOCP_0110:ara:0.12500%:PA14_c26:270min:A","MOCP_0110:ara:0.03125%:PA14_c26:270min:A","MOCP_0110:ara:0.00000%:PA14_c26:270min:A","MOCP_0110:ara:0.50000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.12500%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.03125%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.00000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.50000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.12500%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.03125%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.00000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.50000%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.12500%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.03125%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.00000%:PA14_lpxC_c165:270min:A"
"PA14_57340",-3.2438,0.9895,0.063,0.9286,-2.037,-3.4417,-0.3574,-1.0572,0.4428,2.6552,-0.0373,2.4344,2.009,1.2413,1.9801,0.1218
"PA14_57360",-0.5221,-0.2739,0.3015,0.4303,-2.502,-1.665,-1.129,0.1586,0.9345,1.9522,2.5439,1.3515,1.9354,3.79,3.7773,-0.0521
"PA14_57370",-1.3186,-0.2676,0.0437,0.3894,-0.315,0.6787,-0.6446,0.4157,1.3503,2.0006,1.7168,1.3504,3.3267,3.6643,3.6718,1.713
"PA14_57380",-2.0353,-0.1968,-0.432,0.6862,-2.2153,-2.246,-1.9977,-0.4524,-0.392,1.0686,0.8395,0.8223,1.8793,1.5879,2.3704,0.8451
"PA14_57390",0.4216,-0.2926,0.7852,-0.8256,1.3673,-0.4362,-0.8432,-0.9467,2.9582,2.7186,2.0189,-0.3747,3.9094,2.2415,1.9231,0.7369
"PA14_57410",0.1232,-0.8695,0.0886,-0.2366,1.354,-0.9564,-1.3933,-2.161,2.6246,2.013,1.2949,-0.3944,1.993,1.9939,1.5417,-0.3277
"PA14_57425",0.3349,-0.5483,0.9132,-0.5032,-0.2427,-1.1221,-0.337,-0.0042,1.2507,0.9445,0.3447,-1.7816,2.4535,1.8382,0.5718,-0.167
"PA14_57440",0.5414,0.7443,1.1378,0.4408,0.4169,0.0623,1.423,1.3204,0.8969,2.5742,3.2152,1.3756,1.7865,2.7851,2.3665,2.5267
"PA14_57450",1.804,0.505,-0.5358,1.5826,3.4275,2.5631,2.2944,4.488,6.1031,8.9269,8.7258,8.123,7.4844,9.224,11.788,8.0019
"PA14_57460",0.2254,-0.4088,0.538,-0.262,1.7656,0.6049,1.2564,2.262,3.0989,4.2288,4.6013,4.3912,5.3976,6.8089,6.9306,5.0834
"PA14_57470",-0.6231,0.0665,-1.1808,-0.0368,-0.6421,0.5363,1.6249,1.0485,-2.9895,-1.8482,-2.1038,-1.862,-1.5643,-0.8615,-0.5971,-0.6917
"PA14_57480",-0.7438,-0.0452,0.6707,0.8605,-0.8647,0.752,-0.4908,0.7964,-1.3221,-1.1767,-0.4874,-0.2755,0.2073,-0.5447,-0.6567,-1.0643
"PA14_57490",-1.36,-0.2249,-0.2589,0.283,-2.0493,-1.6373,-0.6127,-0.4458,-2.149,-2.1826,-1.069,-1.838,-1.7514,-2.1095,-1.8778,-2.0488
"PA14_57500",-0.5812,-0.1697,0.0117,0.1946,-1.7513,-1.2197,0.4649,0.9382,-2.6263,-1.4406,-1.007,-0.7965,-1.0835,-0.9431,-0.6811,-1.3845
"PA14_57510",-0.907,0.5441,-1.0414,1.0907,-2.13,-0.9552,-2.0181,-0.9199,-3.0676,-3.131,-1.82,-2.2458,-2.103,-2.477,-2.6795,-2.2729
"PA14_57520",-1.2745,0.0436,-0.6386,0.272,-2.3772,-1.7098,-1.6001,-1.2167,-3.1198,-1.8974,-1.3769,-1.7927,-4.1613,-1.9124,-1.4553,-0.9577
"PA14_57530",-2.0128,-0.145,0.2904,1.3913,-3.526,-4.4232,-3.1178,-1.7498,-3.8857,-2.9025,-3.0242,-1.3144,-3.9551,-3.3514,-1.6166,-0.7976
"PA14_57540",-1.8648,-0.2588,-0.3947,0.7582,-4.9532,-4.5876,-4.7029,-4.0132,-4.2755,-5.0908,-4.7095,-5.1826,-3.556,-3.5233,-1.7511,-2.5327
"PA14_57560",-2.5416,0.2845,-0.499,0.9387,-5.7939,-3.6425,-2.8793,-2.3286,-6.7613,-5.0167,-4.5067,-4.2834,-4.0453,-3.323,-2.0591,-2.082
"PA14_57570",-1.3936,-0.1378,-0.1288,0.3797,-2.0578,-0.5999,-0.3272,-0.0221,-2.9704,-1.4602,-0.6969,-1.5183,-1.8502,-0.5588,-0.1683,-0.3127
"PA14_57580",-1.6629,0.2714,0.1054,0.6332,-4.4218,-4.1912,-5.9157,-2.9324,-6.447,-5.6111,-6.3128,-4.8609,-7.9125,-6.8165,-5.7478,-6.4429
"PA14_57590",-3.1907,0.0876,0.488,0.8564,-6.5734,-4.2516,-3.2947,-2.4127,-12.2722,-9.4367,-7.0905,-6.9928,-11.1969,-8.3414,-5.732,-6.2702
"PA14_57600",-0.1362,0.0447,-0.6664,-0.2617,-1.0874,0.3558,-0.8722,-0.4211,-0.3794,-0.0837,-0.0909,1.6516,0.6718,-0.3546,0.5663,0.6365
"PA14_57630",0.832,-0.5554,0.8386,-0.6198,1.2935,-0.7486,-0.5469,-0.8063,-0.4328,-2.2458,-1.1019,-1.7264,-0.67,-1.0835,-1.7846,-2.3025
"PA14_57640",-0.1576,-0.1606,-0.1554,-1.0591,-1.1393,-0.3573,-1.0277,-0.5351,1.0478,-1.0587,-1.3055,-0.9562,1.1284,-0.5458,-0.5677,-1.7547
"PA14_57650",-1.1509,0.8765,-0.7995,-0.0908,-6.7177,-4.1806,-4.9054,-3.7985,-14.6173,-17.2198,-13.6175,-12.8449,-13.2574,-17.3003,-16.0548,-13.9694
"PA14_57670",-2.0099,-0.7299,0.1176,0.3534,-2.212,-2.8415,-0.2474,-0.4317,-3.8029,-1.629,-0.5698,-0.2978,-3.669,-3.8005,-1.3845,-1.995
"PA14_57680",0.5501,0.7022,1.3684,-0.4005,0.333,0.3379,0.7708,-0.4446,-0.0678,-0.3879,-1.2474,-0.4474,0.8844,0.3831,0.1972,-0.4896
"PA14_57690",-0.6099,-0.0335,0.9626,0.7255,-0.7769,-0.729,-0.9383,-0.0188,-1.827,-1.2081,-1.4074,-0.742,-1.4498,-0.763,-0.434,-0.8661
"PA14_57710",0.0355,-0.8264,0.0249,0.0066,0.4962,-1.1814,-2.5649,2.1397,-0.3996,-1.0027,-1.1562,-1.5338,-0.0518,0.4915,0.2328,1.8889
"PA14_57720",-0.3397,-0.6844,0.4992,-0.411,-2.9809,-0.3924,-1.747,1.569,-6.0408,-4.1547,-2.7047,-3.0464,-1.0986,-4.0507,-0.9085,-0.0051
"PA14_57730",0.0628,-0.4721,-0.0502,-0.3238,1.2406,0.5593,-0.0764,-0.6503,2.1057,1.8696,3.2452,1.9607,3.0297,2.8308,2.7267,2.0612
"PA14_57740",-0.4069,-0.3692,0.0169,-0.1372,-0.4654,-0.7199,-1.4393,0.6572,-0.4786,0.8381,-0.1928,0.1438,-0.6354,-0.4688,-0.0293,-0.839
"PA14_57760",-0.3128,-0.068,-1.2192,0.6876,-1.145,3.2398,1.7392,0.5093,-5.8317,-3.4867,-2.0194,0.8992,-5.7861,-0.6147,-0.1021,0.229
"PA14_57770",-0.3415,-0.4628,0.3157,0.4345,0.3904,0.206,0.5598,-0.3955,-4.4627,-4.1493,-3.4779,-2.646,-0.8902,0.1088,-0.144,-0.5457
"PA14_57780",-0.2441,0.0305,-0.5321,0.438,-1.7125,-3.6353,-2.5966,-2.9196,-11.8536,-12.2069,-12.0964,-10.7324,-3.5955,-4.1835,-4.5031,-4.1353
"PA14_57800",0.6165,-0.8042,-0.6145,-1.4529,0.2169,-5.8319,-7.9928,-9.3933,-49.3487,-49.4937,-47.1707,-42.9798,-5.3612,-10.8897,-10.9432,-15.0241
"PA14_57810",-0.7339,-0.2655,0.1924,0.4357,-0.2111,-2.5821,-1.9286,-1.3006,-20.4819,-18.7826,-17.3022,-16.6329,-3.2804,-3.4214,-3.2759,-3.3004
"PA14_57820",-0.3417,-0.7205,-0.3383,-0.2952,-1.1837,-0.8716,-2.1256,-1.6226,-0.1617,0.5863,1.7699,1.6504,-1.6417,-1.5337,-2.3105,-4.0859
"PA14_57830",-0.6133,0.4124,-0.5656,0.4322,-1.6443,-0.8538,-1.878,-0.9593,-0.3034,-0.7782,-0.2299,-1.0949,-1.0437,-0.4595,-1.0468,-0.8643
"PA14_57840",-1.7648,0.2614,-0.6331,0.3406,-1.5611,-1.0105,-1.3888,-1.143,-1.7263,-1.2143,-1.7043,-1.8408,-0.5331,-0.2287,-0.3875,-1.2237
"PA14_57850",-0.9004,0.6259,-0.4992,0.9949,-3.1215,-2.4624,-0.8487,-1.3097,-2.4408,-2.8073,-1.8392,-2.1397,-2.7851,-2.8337,-2.2935,-2.688
"PA14_57870",-1.762,-0.1381,-0.0405,0.9472,-3.8177,-1.0017,-2.7715,-2.3194,-4.1906,-3.3907,-3.0846,-4.4138,-4.5374,-5.0416,-4.4418,-4.6142
"PA14_57880",-0.8016,0.1362,-1.632,0.849,-2.1001,-2.6116,-2.2541,-2.0939,-2.8361,-2.8856,-3.5009,-3.3269,-4.1367,-3.4291,-2.1929,-3.521
"PA14_57890",2.4805,-0.9858,-0.034,-0.6466,1.7079,0.1944,1.6991,-0.5936,1.3147,2.2805,4.972,3.0845,-0.4226,0.1665,0.3333,-2.3785
"PA14_57900",0.0931,0.6872,0.3717,1.0034,-1.9879,-2.0435,0.2971,-1.2204,-2.2654,-2.2735,-1.2343,-3.0985,-5.6309,-3.8542,-3.8191,-4.1839
"PA14_57910",-1.1215,0.455,-0.1123,0.9737,-4.5681,-4.2934,-2.472,-2.9754,-6.1066,-4.1233,-3.9163,-5.8953,-7.3941,-6.3431,-4.7212,-6.273
"PA14_57920",-0.8464,0.9525,-0.1018,1.1554,-4.2811,-6.1201,-2.2441,-4.2455,-6.8609,-4.8673,-3.7726,-5.5625,-6.253,-5.5405,-4.8172,-5.3814
"PA14_57930",-0.9313,0.1659,-0.1143,0.4063,-1.9426,-1.8263,-1.4688,-1.308,-1.9974,-1.8198,-1.625,-1.9801,-2.3472,-1.9043,-1.3729,-1.6942
"PA14_57940",-1.0075,-0.0817,0.5526,0.0534,-0.565,-2.4082,-4.6902,0.5115,-7.084,-4.7709,-5.8957,-4.4595,-6.8888,-4.7037,-3.713,-6.0993
"PA14_57950",-1.4347,0.1745,0.0368,1.152,0.4641,2.0986,2.7824,3.7651,1.1515,3.0861,4.3372,4.8976,1.3695,4.5109,5.6739,4.197
"PA14_57960",-1.3142,0.2772,0.337,1.0377,1.7406,3.3268,4.4384,5.618,1.8373,4.0852,6.6928,7.3418,2.7186,6.0242,7.7869,5.1594
"PA14_57970",0.063,-0.5274,0.8629,-0.1417,3.2611,2.8498,2.1962,2.3959,2.1773,3.0221,3.3533,3.627,2.1692,3.2169,4.1715,2.4972
"PA14_57980",0.9756,-0.2047,-0.322,-0.8726,0.7207,-0.3369,-1.6896,-0.2681,-3.5125,-3.7723,-2.5139,-2.8267,-5.6414,-6.8989,-3.4866,-7.7138
"PA14_57990",0.9016,1.1328,0.3192,0.3766,-0.0926,1.5522,0.5602,0.3917,0.8662,0.123,0.9232,1.1126,0.5023,1.0305,0.4841,1.5442
"PA14_58000",1.1678,1.4949,0.4745,0.2325,-0.6452,1.465,-1.0382,-0.6166,1.1268,1.8998,-0.3743,2.3258,1.6779,2.8036,1.0964,1.9895
"PA14_58010",0.0482,0.3064,0.0985,0.0299,0.0881,-0.4071,-0.7941,0.5348,0.7119,0.7883,0.663,0.839,0.2689,0.7326,1.0283,2.0907
"PA14_58030",1.6715,-0.6376,0.3469,-1.0103,0.6371,0.0692,1.9682,0.0467,2.0069,2.1229,1.2771,1.5573,3.0304,2.3505,0.2952,2.1141
"PA14_58040",-0.4102,-0.2083,0.1173,0.0767,-0.2851,1.1292,1.1295,-0.1736,-0.5012,-0.5929,1.1382,-0.3818,-0.049,-0.0255,-0.0736,0.516
"PA14_58050",1.3314,-0.065,-0.3271,-0.2442,-0.0999,-1.2714,-2.2821,-3.7303,0.9417,-0.9938,-1.7824,-2.0815,2.1231,-2.8837,-1.474,-3.2695
"PA14_58060",-0.6288,0.9046,-0.4758,0.2568,-1.6475,0.0325,-2.6932,-0.4762,-3.6322,-3.9749,-2.8939,-3.1996,-2.9862,-3.2662,-2.8094,-2.4078
"PA14_58070",1.9091,-0.9261,0.171,-0.6267,2.5908,2.0232,2.0346,0.5576,5.2444,4.959,5.0887,3.327,5.1896,4.7597,5.8766,2.7939
"PA14_58080",0.251,0.0772,0.0663,-0.3148,1.0254,1.0114,0.6017,0.4996,2.9315,3.2951,2.7539,1.7466,3.625,3.0896,2.6362,1.6566
"PA14_58090",0.222,-0.7106,-0.1145,-0.1132,-1.1906,-0.1712,-0.5385,-0.3981,1.8885,2.0445,1.4503,-0.8168,-0.6854,-0.1882,-0.9934,0.2264
"PA14_58100",-0.5269,-1.2629,-0.3809,-0.1874,-0.4389,0.5887,-0.8158,-0.0548,1.9853,1.4144,1.2146,0.4983,1.0852,1.3222,0.8198,0.0188
"PA14_58110",-0.6854,-0.9869,0.2778,0.434,-2.3411,-2.4991,-1.0193,-1.4076,-1.5992,-1.3242,-1.858,-2.2525,-2.3709,-2.7901,-1.3601,-2.4683
"PA14_58120",-1.0748,0.0909,-0.9687,0.7859,-2.3687,-2.1123,-1.4903,-1.7109,-1.8558,-1.7599,-1.9107,-2.0797,-2.2353,-2.3863,-2.0902,-1.7093
"PA14_58130",-1.21,0.3815,-0.2584,0.9646,-3.7975,-2.5315,-2.1939,-1.9718,-5.4885,-4.6128,-4.4873,-4.5517,-6.0083,-4.6231,-4.7391,-4.8351
"PA14_58150",-0.7791,0.489,-0.0872,1.4846,-3.2198,-1.0888,-1.4148,-0.3747,-6.42,-4.6035,-3.2622,-3.2733,-6.5276,-5.9806,-4.1825,-4.2439
"PA14_58170",0.1238,0.0935,-0.1675,-0.5539,-0.7647,-1.7814,0.3086,-0.9458,-1.9485,-0.0094,-1.1834,-0.6491,0.0142,-0.0595,-1.3566,-0.6667
"PA14_58180",-0.2466,-0.0013,-0.3078,1.5489,-2.5291,-2.1197,-0.9571,-2.0802,-6.565,-7.8117,-7.2627,-7.734,-6.0551,-6.6125,-5.8935,-6.2418
"PA14_58190",0.1057,-0.8773,-1.3485,0.7699,0.1092,-2.1905,-2.8824,-4.1654,-4.4077,-8.4569,-5.5829,-5.5391,-3.8584,-2.5146,-2.3527,-3.7849
"PA14_58210",-0.1649,1.5632,-0.088,0.3771,-1.1304,-1.7228,-0.9675,-0.6892,-0.6414,-0.5748,0.6478,0.5923,-1.0085,-0.6457,-0.0529,-1.8109
"PA14_58220",0.3606,0.4928,1.8974,1.1762,0.0576,-0.5783,0.0659,0.1142,-0.0716,2.0581,1.741,1.2701,-0.9351,-0.961,1.2961,0.8815
"PA14_58230",-0.5071,-0.8215,-0.0979,-0.0502,-0.2822,-0.1027,0.873,2.7267,1.6238,2.176,1.3873,1.9447,1.7403,1.6544,1.4359,2.605
"PA14_58240",-0.5026,-0.3211,-1.8471,0.5217,0.3461,2.9841,0.7388,2.331,2.9266,3.9977,3.6864,4.4615,2.2631,2.224,2.4779,3.4706
"PA14_58250",-0.5832,-0.2546,-1.4223,1.5922,2.2297,3.2305,3.0885,2.4301,4.9462,5.0099,6.4134,5.2333,3.6925,5.8822,6.3054,5.342
"PA14_58260",0.1306,0.0676,-0.8068,0.2625,0.2631,1.5723,0.7341,1.3325,1.6047,2.4073,1.9495,2.4447,1.2771,2.3363,2.4478,2.2861
"PA14_58270",-2.7051,1.1021,-0.4343,-0.6947,2.6388,0.1206,0.4466,-0.2864,5.4888,4.197,4.9179,1.1771,3.758,4.37,5.6464,4.1584
"PA14_58290",-1.2601,-0.7263,-0.346,0.6424,0.0201,-4.8878,0.2659,0.6758,-3.0415,-2.9414,-1.6577,-1.0417,-2.9284,-3.7743,-2.8014,-4.1097
"PA14_58300",-3.5685,0.4158,-0.2942,0.7198,-4.4684,-2.1165,-0.6893,-0.1441,-6.5304,-3.917,-3.0871,-3.1047,-7.3992,-6.8661,-3.5751,-4.4877
"PA14_58320",-1.5801,0.4164,-0.0961,0.9383,0.8364,2.9233,3.8844,3.3494,3.7358,3.4431,5.8763,6.8888,3.8278,5.0423,6.7322,5.7886
"PA14_58330",0.5049,0.4535,0.2203,1.7685,-0.039,-1.1639,-0.1617,-0.3237,10.9275,11.4883,10.2944,5.4891,11.0259,9.274,7.1336,2.5782
"PA14_58350",-0.6682,1.2301,-0.2577,0.5611,-2.2978,-1.3629,-1.128,0.3733,-2.8922,-0.9885,1.3698,-1.5144,-0.2191,-1.3113,-0.201,-0.5336
"PA14_58360",0.0635,0.3829,1.0062,0.5923,-1.1311,-0.6658,0.6112,0.3339,0.4006,-1.7664,-0.4143,1.8144,0.2608,-0.8931,-0.0547,0.8483
"PA14_58375",-0.5681,-0.1509,-0.7188,-0.1775,-1.6417,-2.5009,-1.9512,-1.2679,-2.4892,-2.404,-4.2146,-4.4321,-1.8799,-2.2596,-2.8772,-3.3988
"PA14_58380",-0.393,-0.04,-0.1806,0.3492,-0.6022,0.475,0.4568,-1.0006,-1.3945,-2.5185,-1.514,-0.7879,-0.8494,-1.0117,-2.7797,-2.7618
"PA14_58390",-3.3226,0.3612,-0.1791,0.9697,-4.86,-3.2374,-2.6482,-1.1522,-6.3689,-5.8163,-4.0427,-3.8934,-5.8383,-5.8822,-4.466,-5.2889
"PA14_58410",-1.5898,0.2815,-0.1719,0.8514,-1.9207,-1.2827,-0.378,-0.0309,-1.6811,-1.655,-1.0862,-0.5424,-1.5977,-1.5465,-0.9608,-0.3288
"PA14_58420",-0.9164,0.2783,-0.0307,0.997,-1.0673,-0.5712,0.4518,0.7225,-1.2586,-0.5399,0.3434,1.5356,-0.2448,0.0641,1.0644,1.6268
"PA14_58440",-1.5117,0.4364,-0.0113,0.9216,-1.4768,-1.3105,0.6924,1.0904,-0.8593,-0.4329,0.0236,1.4741,-0.6391,0.0055,1.8551,1.454
"PA14_58450",-1.0534,0.6873,-0.1591,1.5573,-0.8591,0.3551,1.1709,1.0971,0.2257,1.4528,1.6745,2.2996,0.9141,1.351,1.8071,2.3481
"PA14_58470",-1.2911,0.5169,-0.3732,0.6736,-1.3264,0.0355,0.6263,0.2329,-0.9031,-0.4774,0.783,1.1444,-0.4465,0.2069,0.2158,0.8997
"PA14_58490",-1.4512,0.1009,-0.2069,0.5982,-0.8994,-0.3762,0.3473,0.5714,-0.3151,0.3574,0.9739,0.7947,-0.2854,0.4597,0.9238,1.5989
"PA14_58500",-0.1684,-0.2958,-0.892,-0.6633,0.3021,-1.0342,-2.5972,-1.4874,-1.2179,-0.5654,-0.4382,-0.1687,2.2719,1.5238,0.1053,-0.897
"PA14_58510",0.5932,0.4786,0.239,-0.4914,0.4636,-0.4362,0.5286,-1.2839,3.5051,-0.1941,1.0762,1.253,2.0804,1.5664,1.4288,2.1995
"PA14_58515",0.9874,1.0333,0.1771,-0.2286,-1.4831,-0.3021,-1.28,-0.5366,-0.394,-0.4992,-1.6193,-0.2062,-1.0357,-0.6035,-1.4936,0.8474
"PA14_58530",-0.0388,0.8563,1.153,-0.1589,5.665,-1.107,1.0663,3.0869,1.1303,1.7059,3.8642,4.0457,0.8849,4.4184,3.2749,5.6665
"PA14_58540",0.7627,0.1698,-0.4841,-0.6787,1.5393,-0.0728,0.5785,0.3553,1.7205,1.6341,0.9594,1.9756,2.3059,2.2447,1.1187,1.0176
"PA14_58550",-0.4624,-0.6769,0.6855,-1.0454,-2.5296,-0.4772,-1.1212,-0.3509,-3.1935,-3.3589,-1.4648,-0.3297,-3.2229,-2.7517,-2.0786,-0.5799
"PA14_58560",1.1569,0.5276,1.3508,-0.4369,0.611,2.2758,3.2323,2.055,4.952,5.8647,6.3953,8.1696,1.7972,5.4247,5.1188,7.0054
"PA14_58570",0.3453,0.9204,0.2157,-0.8544,0.1987,2.6161,4.2422,2.4728,6.9443,8.7205,10.8861,13.3719,3.7217,4.9647,5.9912,8.6157
"PA14_58580",1.6915,-0.2361,-0.1431,-0.6867,1.7023,0.3662,1.7279,0.5782,3.5476,0.8611,2.4714,0.9027,4.0382,3.2417,2.6285,1.6148
"PA14_58600",0.8509,0.5261,0.6095,0.3528,0.6773,0.7387,0.3375,0.3921,2.8045,1.8989,2.3125,2.0355,2.6045,3.4989,2.0668,3.0883
"PA14_58610",-2.3935,-0.2605,0.1025,-0.43,-3.3117,-2.6997,-2.4714,-2.637,-2.5086,-1.6668,-2.2598,-0.5746,-2.525,-3.1098,-1.8554,-0.9225
"PA14_58620",-0.6248,0.1354,-0.4375,0.9428,-1.1276,-1.5768,-2.1336,-1.187,-0.368,-1.8086,-0.7559,-0.8002,0.5108,-1.4954,-1.2,-1.1537
"PA14_58630",-0.9439,-0.2477,0.6193,1.4272,-1.4566,-0.6146,-0.8038,0.2233,-3.6971,-2.4576,-2.3674,-1.7436,-3.6941,-2.1971,-0.9893,-1.683
"PA14_58650",0.2499,0.1456,-1.5056,-0.3757,-0.2629,-1.1046,-0.251,-1.8139,-1.5952,-1.7308,-2.5866,-3.3299,-1.9224,-1.6728,-1.5343,-0.993
"PA14_58660",0.0499,-0.1839,0.4002,-0.6919,-0.7475,-0.3374,-0.0658,-0.7194,-1.0341,-1.2246,-0.4747,-0.529,-1.6479,-1.742,-0.7682,-0.7689
"PA14_58670",0.3136,-0.414,0.0282,0.1403,1.374,1.521,1.3225,3.2802,1.1835,2.2726,3.0209,3.7107,2.4262,1.7546,2.9227,3.1243
"PA14_58690",1.1954,-0.4686,0.0666,-0.6098,2.4884,2.2481,1.6693,1.8555,2.6667,3.1275,3.1387,3.2052,3.3005,3.6223,3.6539,3.4143
"PA14_58700",-0.1306,1.1083,-2.0086,1.2883,0.5401,0.5658,2.6701,3.313,0.8562,0.8019,0.7384,1.2764,0.0994,-0.4315,-0.8102,0.6514
"PA14_58720",-2.6195,-0.2648,0.1443,0.96,-2.8733,-1.8946,-0.8389,0.1882,-3.9234,-2.4802,-1.7657,-1.2779,-4.8025,-3.6659,-2.0215,-1.9508
"PA14_58730",-1.6571,-0.5318,-0.2859,0.5355,-1.8267,-1.1043,-0.8368,-0.1817,-1.9143,-0.3034,-0.4917,0.1776,-2.5687,-1.2154,-0.7134,-0.8044
"PA14_58740",-0.5915,0.2431,-0.6989,-0.4831,-0.6089,-0.6692,-0.6153,-1.4641,-0.7487,-0.9308,-1.484,-0.7091,-0.2979,-0.9926,-0.291,-0.566
"PA14_58750",-4.3311,0.1375,-0.9511,1.7021,-3.2882,-1.2089,-1.5115,2.2582,-3.9203,-1.0665,-1.8354,-2.8376,-3.2625,-1.3767,-0.1777,-2.0641
"PA14_58760",-0.2773,0.319,-0.841,0.8596,9.4817,2.2009,1.6639,3.2747,2.451,4.6666,4.6764,5.3587,3.3917,5.9017,7.4408,6.0812
"PA14_58770",0.2197,-0.3498,0.0998,0.1737,2.2092,2.9694,1.258,3.3329,0.1852,3.3325,3.1105,4.894,-0.8361,0.9021,2.3317,2.4132
"PA14_58780",-0.8283,-0.3756,0.4358,0.8013,-3.7918,-0.719,-0.9404,0.9376,-6.3161,-4.7815,-2.5807,-3.5606,-7.3004,-5.143,-5.9062,-5.9267
"PA14_58790",-1.7608,0.6937,-0.1602,0.878,-4.1599,-3.7103,-3.4787,-3.0574,-5.9322,-4.8378,-4.6418,-4.4064,-6.5651,-5.778,-5.2309,-5.4497
"PA14_58800",-0.1203,0.0985,0.494,-0.376,0.07,0.4487,-0.1824,-0.3714,0.4866,0.7791,0.0142,-0.2456,0.2998,0.87,0.6473,-0.0337
"PA14_58810",0.4059,0.1329,0.2143,-0.5141,1.3334,-0.3992,-0.7577,-0.4523,1.8543,1.8249,0.953,1.174,2.2797,0.6347,0.7643,1.4118
"PA14_58820",0.7465,0.6406,-0.3635,-0.9183,0.811,0.1867,1.9974,0.0622,3.0289,1.5889,2.196,-0.9292,3.2924,3.1398,0.2288,3.1753
"PA14_58830",0.8036,1.956,-0.0481,-1.1131,1.1237,0.3823,0.9138,-1.0213,2.4319,1.2769,1.0373,-0.3208,2.4706,0.7022,0.5223,-0.5928
"PA14_58840",0.6671,0.0978,-0.8078,-0.4786,1.3784,1.6557,1.2479,-0.1264,2.2777,1.7975,1.8573,1.1166,2.7491,2.3097,0.9306,1.3333
"PA14_58850",0.6602,-0.0485,-0.391,-1.1983,3.2038,2.6824,2.0191,1.7293,3.6491,2.4299,2.263,1.8474,4.7098,2.5889,2.5931,3.5086
"PA14_58860",-0.5552,0.0435,-0.089,-0.5115,1.4426,2.4264,1.3528,1.2827,2.9415,2.8678,2.7551,4.9677,2.4018,3.0851,3.4622,2.918
"PA14_58870",-0.8885,0.0588,-0.2122,-0.0137,0.0185,1.2424,1.3366,0.7948,-0.0255,0.1562,0.9767,1.1071,-0.1793,-0.6321,-0.2272,-0.142
"PA14_58880",-0.1633,-0.2281,-0.2353,-0.0147,-1.2399,-1.6378,0.2557,1.163,-0.909,-1.6612,0.2529,0.5555,2.1568,3.0243,0.0853,1.166
"PA14_58890",1.7511,0.4396,0.653,0.6614,0.8881,2.0957,4.5647,3.761,4.6207,4.9811,3.7121,7.2874,5.8952,5.2817,1.1848,10.7159
"PA14_58900",1.2349,0.6084,2.056,-0.3074,2.5153,1.3486,1.3106,0.1324,3.4987,1.8063,1.702,3.7982,2.9566,2.5721,0.6845,4.4184
"PA14_58910",0.2501,-0.2909,-1.0262,0.1941,0.1429,-0.6028,-0.6005,-0.4394,-0.3094,-1.8181,-0.8276,-0.4711,-0.4284,-0.9253,-0.6993,0.0346
"PA14_58920",0.2501,-0.6587,0.0067,-0.1077,-0.0182,0.646,-0.6992,0.9107,0.2277,1.1358,1.0148,0.4032,2.2932,0.9809,0.5716,2.5686
"PA14_58930",0.0804,0.396,1.1358,0.0901,0.9404,0.9342,-1.2393,1.109,-0.1992,-0.5013,0.8056,0.5715,1.6681,0.4766,-2.5164,2.0842
"PA14_58940",0.3144,-0.1255,0.593,-0.0367,0.7839,0.4593,0.4403,0.9724,-0.5492,0.0191,0.2828,-0.041,0.2584,0.0619,-1.7987,1.1126
"PA14_58950",0.1227,-1.8107,1.0157,0.2509,2.2234,2.9704,2.139,-0.342,1.1716,-0.0914,0.3584,1.2266,0.9127,1.6642,0.8761,2.6236
"PA14_58960",0.5585,-0.5977,0.5692,-0.751,-0.0806,-0.5089,-1.1684,-1.1071,0.8336,-0.2126,-0.0854,0.3908,0.679,0.7195,-0.5222,0.5746
"PA14_58970",0.6606,0.6822,0.6375,0.6291,-0.0947,-0.5672,-0.7774,0.4343,0.6562,-0.0535,-0.8691,0.4617,-0.0668,1.4179,-0.4245,1.2979
"PA14_58980",0.3294,0.3064,0.1224,-1.1229,-0.9292,-0.4705,-2.2666,-0.2536,0.71,0.6415,0.0699,-0.5372,0.152,-0.1331,-0.7591,-0.8496
"PA14_58990",1.1512,0.898,-0.5162,-5.5625,0.3672,-2.9251,-0.063,-2.0677,1.2536,-0.0775,3.4322,0.7574,1.3215,3.0432,3.1303,4.3103
"PA14_59000",1.4731,0.4375,0.1062,-0.6945,-0.196,0.8646,0.1181,-0.3286,1.0521,-0.5178,0.3076,0.8411,1.3815,0.5389,-0.5168,1.0021
