"","MOCP_0066:carb:6400.00000uM:PA14:90min:A","MOCP_0066:imi:6.25000uM:PA14:90min:A","MOCP_0066:doxy:100.00000uM:PA14:90min:A","MOCP_0066:cip:0.78125uM:PA14:90min:A","MOCP_0066:col:12.50000uM:PA14:90min:A","MOCP_0066:fosfo:3200.00000uM:PA14:90min:A","MOCP_0066:water:0.50000%:PA14:90min:A","MOCP_0066:ami:6.25000uM:PA14:90min:A","MOCP_0066:clari:200.00000uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:PA14:90min:A","MOCP_0066:pf3299:1.56250uM:PA14:90min:A","MOCP_0066:mrl494:50.00000uM:PA14:90min:A","MOCP_0066:a22:800.00000uM:PA14:90min:A","MOCP_0066:cbr4830:62.50000uM:PA14:90min:A","MOCP_0066:chir090:3.12500uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:lpxC-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.78125uM:lpxC-hypo:90min:A","MOCP_0066:doxy:100.00000uM:lpxC-hypo:90min:A","MOCP_0066:water:0.50000%:murA-hypo:90min:A","MOCP_0066:fosfo:800.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.78125uM:murA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:murA-hypo:90min:A","MOCP_0066:dmso:0.50000%:bamA-hypo:90min:A","MOCP_0066:mrl494:50.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.78125uM:bamA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:bamA-hypo:90min:A","MOCP_0066:dmso:0.50000%:gyrA-hypo:90min:A","MOCP_0066:cip:0.78125uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:gyrA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:gyrA-hypo:90min:A","MOCP_0066:carb:1600.00000uM:PA14:90min:A","MOCP_0066:imi:1.56250uM:PA14:90min:A","MOCP_0066:doxy:25.00000uM:PA14:90min:A","MOCP_0066:cip:0.19500uM:PA14:90min:A","MOCP_0066:col:3.12500uM:PA14:90min:A","MOCP_0066:fosfo:800.00000uM:PA14:90min:A","MOCP_0066:ami:1.56250uM:PA14:90min:A","MOCP_0066:clari:50.00000uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:PA14:90min:A","MOCP_0066:mrl494:25.00000uM:PA14:90min:A","MOCP_0066:a22:200.00000uM:PA14:90min:A","MOCP_0066:cbr4830:15.62500uM:PA14:90min:A","MOCP_0066:chir090:0.78125uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.19500uM:lpxC-hypo:90min:A","MOCP_0066:doxy:25.00000uM:lpxC-hypo:90min:A","MOCP_0066:fosfo:200.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.19500uM:murA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:murA-hypo:90min:A","MOCP_0066:mrl494:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:bamA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:0.39100uM:gyrA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:gyrA-hypo:90min:A","MOCP_0066:fosmido:500.00000uM:PA14:90min:A","MOCP_0066:tobra:6.25000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.32000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.32000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:dmso:0.50000%:dfhr-hypo:90min:A","MOCP_0066:water:0.50000%:dxr_kd:90min:A","MOCP_0066:fosmido:500.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.78125uM:dxr_kd:90min:A","MOCP_0066:doxy:100.00000uM:dxr_kd:90min:A","MOCP_0066:dmso:0.50000%:lptD_kd:90min:A","MOCP_0066:pol7080:0.08000uM:lptD_kd:90min:A","MOCP_0066:cip:0.78125uM:lptD_kd:90min:A","MOCP_0066:doxy:100.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:12.50000uM:PA14:90min:A","MOCP_0066:fosmido:250.00000uM:PA14:90min:A","MOCP_0066:tobra:1.56250uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.08000uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.08000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:25.00000uM:dfhr-hypo:90min:A","MOCP_0066:fosmido:250.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.19500uM:dxr_kd:90min:A","MOCP_0066:doxy:25.00000uM:dxr_kd:90min:A","MOCP_0066:pol7080:0.02000uM:lptD_kd:90min:A","MOCP_0066:cip:0.19500uM:lptD_kd:90min:A","MOCP_0066:doxy:25.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:6.25000uM:PA14:90min:A"
"PA14_61950",-0.4634,-0.3055,-1.1091,0.3792,-1.428,-0.8407,0.6172,-0.9642,-1.1036,0.76,-0.3407,-1.4498,-1.6833,-1.1317,-0.0422,0.6747,-0.1347,0.7037,-1.2911,0.8071,-0.1748,0.8776,-0.6421,0.3067,-1.0157,0.4772,-1.3788,0.7597,0.7214,0.1353,-0.9647,0.6465,0.1081,-0.8303,0.9237,-1.6595,-0.0112,0.7218,-0.6932,0.6592,-0.9666,-0.5449,0.572,0.896,0.5346,1.0987,-0.4588,0.3372,0.8997,-0.5681,-0.2876,0.9896,-0.7858,0.7775,0.1181,-0.2095,0.3886,-1.1224,0.307,-1.3665,-0.1768,-1.4874,-1.1774,0.7843,-0.0479,-0.4958,-0.5925,-0.9052,0.4057,-0.761,0.1819,-1.0937,-0.2564,1.1052,0.7493,1.019,-0.7443,1.1639,-0.2425,-0.6188,0.5236,0.4045,-1.0326,0.6933,1.2365,-0.8938,0.2233
"PA14_61960",-0.6295,0.5822,0.5236,0.9215,-0.8779,0.3342,0.7418,0.2341,-0.0511,0.5353,-1.2979,-1.9615,-3.1555,-0.4611,-0.9085,0.3221,-1.1175,-0.2539,0.6478,0.601,0.8792,0.9698,1.1839,-0.2603,-1.4312,0.5159,0.4776,0.1188,-0.0256,-1.0326,1.3641,-0.0016,0.03,1.4181,0.5996,-0.7363,-0.3593,-0.0226,-1.6081,-0.6955,-0.9905,-1.4715,0.048,-1.1974,-0.9997,0.1631,1.3046,-0.3129,0.3801,1.5796,-1.4348,0.0224,0.5795,-0.7191,-0.4409,1.4726,0.4572,-0.4532,0.9746,-0.7002,0.2652,-2.4218,0.3839,0.3262,-0.6434,-1.367,0.586,1.1103,0.1114,-0.809,-1.1332,0.2688,-0.7973,-0.3726,0.272,-0.0502,-0.3459,-0.8791,-1.1325,0.9061,-0.901,-0.0076,1.7795,-0.9795,-0.4904,1.0733,-1.4857
"PA14_61980",-0.4247,0.3166,-1.1058,1.0692,0.1446,0.0273,0.5234,-0.7639,2.1931,0.3534,-0.8752,-0.0045,-3.4699,-1.0242,-0.5898,-0.1592,-0.6703,0.142,-2.1796,-0.1027,0.0956,0.1848,-0.2804,-0.2885,-1.4335,0.1759,-0.9403,0.13,0.1231,-0.4618,-1.2507,0.4214,0.729,1.593,0.9883,0.0318,-0.3851,0.1482,2.3811,-1.0714,-1.4262,-0.6618,0.2324,0.2393,-0.3364,-0.081,0.5608,0.4579,-0.1307,1.0821,-1.2915,0.5996,0.1868,0.472,-0.0127,1.1252,-0.0474,-2.06,0.4404,-0.9131,-0.8177,-0.7157,-0.8746,-0.1051,-0.9282,-0.7219,-0.208,-1.2495,-0.0957,-1.2397,-1.4366,-2.0634,-1.1124,0.4551,0.483,0.1603,-0.8514,-0.0463,-0.9174,0.9865,0.0623,0.5382,2.3124,-0.8807,-0.1282,0.8534,-0.1732
"PA14_61990",0.2784,0.7327,-4.3503,0.3586,-1.0638,-0.074,0.3271,-2.5142,-0.7124,0.2136,-1.3234,-1.331,-3.3409,-0.6705,-1.2779,0.4327,-1.1759,-0.1353,-4.5135,0.9072,0.8571,-0.0983,-2.7089,0.3854,-1.1217,0.1476,-4.4763,0.4518,0.0352,-1.2091,-4.2978,0.4427,0.15,-0.77,0.4408,-0.1476,0.5812,0.5084,-0.3145,-0.5031,-0.9161,-0.4107,0.2014,0.3309,-0.4738,0.3946,-1.3336,1.3805,1.0094,0.366,-0.3181,0.3544,-1.2054,0.3912,0.139,-1.0107,-0.5809,-3.1975,-0.2112,-1.8847,0.0041,-1.9672,-3.6305,0.2384,0.805,0.1974,0.2584,-4.4204,0.3469,-0.672,0.1496,-4.0193,-0.0329,-0.4378,-0.0466,0.5737,-0.6568,0.201,-0.7474,-1.386,0.4406,0.6576,-0.115,0.3599,0.4739,-2.1643,0.2277
"PA14_62000",-0.8842,0.1482,0.9008,0.1558,-0.5217,-0.3538,0.005,0.1197,-1.7335,0.3,-1.4132,0.0869,3.5287,-0.3204,-2.4806,-0.0681,-0.2758,0.3013,1.2482,0.0526,-0.527,-0.3295,-1.0275,0.7573,0.7066,0.3471,-0.2393,0.0154,0.8363,-1.3319,0.8639,0.7658,0.2697,-0.6263,0.3751,-1.2314,0.1049,-0.3813,-1.0109,-0.7576,-0.6274,1.6007,0.6827,-0.3614,-0.6331,0.5957,-1.0502,0.9253,1.5996,0.6502,0.8722,-0.316,-1.9422,0.8254,-1.2675,-0.4557,0.0294,0.7374,-0.6555,-1.4806,0.1554,-2.5712,0.0762,0.1649,0.5269,0.12,-0.3476,-0.5044,0.1604,-1.5946,0.478,0.5225,-1.0691,-0.4663,-0.5193,0.915,-1.6285,-0.7503,-1.4014,-1.3594,-0.6219,0.5737,0.059,0.3419,-0.0682,-0.858,-0.6167
"PA14_62010",-0.6448,0.3697,-1.246,-0.0565,-0.831,0.4724,0.3292,-1.2616,-1.6671,0.5237,-0.4324,-0.5299,-0.7986,-0.3381,-0.5296,0.7167,-0.3026,0.7468,-1.6303,0.8979,1.3436,0.5264,-1.5872,1.0517,0.3021,1.4538,-1.4,0.1224,0.8089,-0.8847,-1.7991,0.0957,0.0503,-0.8967,0.2999,-1.6435,1.0794,-0.5664,-0.6474,-0.1225,-0.8028,0.4315,1.2534,-0.075,0.2013,1.4229,-1.3997,1.3367,1.9574,-0.1287,0.6809,0.8875,-1.2475,1.202,-0.4665,-1.093,-0.1857,-1.2059,0.3676,-0.8913,0.5527,-1.8497,-1.6179,0.1447,0.8367,-0.3604,0.5776,-0.7599,0.3163,-0.8692,1.0319,-1.908,-0.9456,0.0141,0.1163,0.8991,-0.7954,0.3741,-0.6015,-1.5072,0.3439,1.3771,-1.0098,0.2719,0.3173,-1.3816,0.202
"PA14_62020",-0.6688,-0.8849,-1.821,-0.6273,0.3314,-0.0746,0.6606,-1.6585,-3.3943,0.4189,0.9221,0.7812,1.0077,-1.5208,0.2427,0.4376,0.821,-0.4599,-2.1727,0.1389,-0.393,-0.3358,-0.3096,1.1553,0.4162,-0.3257,-1.0833,0.4861,-0.4207,-0.8579,-0.7363,0.6518,-0.8019,1.3,0.4227,0.037,0.0661,0.2524,-3.1617,-0.2451,0.9892,0.1538,2.1282,-0.2032,0.038,-0.1901,0.6232,-0.3382,-0.1322,-0.0579,1.0614,0.8998,0.3472,-0.8366,-0.6317,0.4164,0.1476,-2.6538,-0.2071,1.3049,-0.5394,0.2057,-1.358,0.2661,-0.8539,-1.1632,-1.0881,2.884,-0.2145,-0.7932,-1.6247,0.3435,-0.7534,0.3217,0.9879,0.509,0.995,-0.1827,0.095,1.7733,-0.4251,-0.3365,3.0315,0.1139,0.1794,1.779,-0.0625
"PA14_62030",-1.0052,-0.7989,3.03,0.2061,0.0312,-0.3747,0.2021,-0.6621,0.835,-0.085,-0.7207,0.1423,0.6549,-1.5593,-0.2413,0.4796,0.4546,0.4377,2.5613,-0.2254,-1.1438,-0.7786,2.5971,0.3901,1.0305,0.5224,3.5899,-0.8442,0.038,-0.2103,4.2592,0.4643,-0.4855,4.6205,0.6864,-0.8575,-0.7352,-0.2374,0.533,-0.5237,-0.1446,0.5151,1.8692,0.1441,-0.0215,0.4627,2.6147,-0.9505,-0.1949,0.8207,-0.5308,-0.528,2.7124,0.4941,-0.7687,3.0396,-0.8355,-0.5155,-0.1614,0.4015,-0.0085,0.5715,4.0128,-0.3917,-0.5935,-1.2296,-0.6934,6.672,-0.3214,-0.3773,-0.8561,4.5675,-0.8908,0.6262,0.6824,0.3918,-0.336,-0.3948,-0.3178,4.8494,-0.9399,-0.0673,5.61,-0.2248,-0.5794,5.7704,-0.9965
"PA14_62040",-0.7207,-0.5888,5.3232,-0.0598,0.0559,-1.1343,-0.0293,-0.1292,2.0248,-0.2424,-0.5855,0.9244,1.1983,-0.2499,-0.8512,0.133,0.165,0.6127,4.7397,-0.1689,-1.0763,-0.9623,4.3239,0.031,0.4202,-0.024,5.5648,-0.6209,0.0949,-0.3262,6.435,0.697,-0.5239,4.9863,0.768,-0.3384,-0.6377,0.1929,1.2963,-0.7851,0.4002,-0.6529,0.5629,-0.2593,-0.492,0.1512,4.0362,-1.2437,-0.2761,1.6539,0.3263,-0.0625,3.9297,0.0273,-1.097,4.2644,-0.6597,0.3401,-0.6357,0.5419,-0.5337,-0.0189,6.0576,-0.0309,-0.5249,-0.8384,-1.0367,7.8471,-0.5026,-1.3595,-1.0696,6.6151,-1.3508,-0.069,0.7633,-0.0236,0.2381,-0.4803,-0.3938,5.4754,-1.0787,0.167,5.8365,-0.1966,-0.585,6.0331,-0.9542
"PA14_62100",1.0742,1.1902,-0.4554,0.2299,-0.6042,0.8564,0.3665,-1.5185,-1.398,0.2171,-0.2365,0.3571,3.2648,-0.9907,0.319,0.6024,-0.52,0.7691,0.1625,-0.2313,-0.4852,0.2961,0.5193,-0.013,-0.0373,-0.6946,0.8911,-0.8045,-0.887,0.3278,-0.1724,0.4329,0.538,0.686,0.6798,0.6263,0.7246,-0.2608,0.3055,-0.1455,1.74,-0.6633,0.7053,-0.7191,-0.1072,4e-04,0.6565,-0.9577,0.3058,-1.5303,0.6118,-0.0974,0.7003,-0.8016,-0.6931,0.3032,-0.6305,0.5322,0.2464,-0.9678,0.1549,0.2761,0.5308,-0.0386,-1.1497,-1.837,0.5164,1.3815,-0.128,0.1211,-0.1626,-0.2572,-0.2715,-0.8638,0.6067,-1.2354,0.2727,-0.5662,0.1596,0.0261,-1.1031,-0.8391,-0.3883,-0.579,-0.0934,0.8671,-0.3447
"PA14_62110",0.2262,1.7867,1.1074,-0.173,0.737,0.3217,0.2897,-0.7449,-2.8159,-0.1905,0.4555,0.8851,3.7449,-0.9014,0.4795,0.0291,0.5118,-0.6184,1.3073,-1.0952,-0.1209,-1.2787,1.0995,-0.3007,1.7194,-1.0538,1.0205,-0.8315,-0.4566,-0.1499,1.4107,0.2631,0.1724,0.7753,0.6844,0.8578,0.4112,-0.2604,-2.1322,0.249,0.9544,-0.6456,0.4642,-0.0207,-0.3288,-0.1953,0.5565,-1.0495,-0.8277,-1.0734,0.2906,-0.2931,0.5324,-0.7385,-0.3002,0.3728,-0.6551,0.5989,-0.2836,0.8661,-0.6331,0.1408,0.0829,-0.8041,-1.0673,-1.5674,-0.6992,-0.0278,-0.5299,0.1882,-0.5288,0.6948,1.0669,-0.232,0.4218,-0.552,0.0391,-0.6205,0.213,1.2163,-0.2623,0.4219,0.2031,-0.5515,-0.6365,0.6818,0.3597
"PA14_62120",0.5163,-0.6499,-1.6222,0.0033,-0.1599,0.3379,0.5874,0.2802,-5.63,0.9931,2.2605,-0.7439,-1.232,-0.1609,2.3594,0.8386,2.4529,0.3797,-1.6051,0.4284,-0.3694,-0.9235,-1.471,0.4542,-0.0384,-0.0419,-1.7054,0.5663,0.2686,2.3734,-0.8907,0.3475,-0.5893,-1.4395,0.2709,-0.6282,0.3562,0.4267,-4.1372,1.1437,0.1067,-0.4929,0.1718,-0.614,1.6286,0.8143,-1.4925,-0.3461,0.2229,-1.2879,-0.2251,-0.5479,-1.437,0.183,1.5727,-1.5067,0.9558,-0.6251,-0.677,1.303,0.6296,0.8371,-1.312,0.4223,-0.2656,0.6175,0.4048,0.0749,0.047,0.2621,-0.0307,-0.1191,0.9754,0.4082,0.3312,-0.6397,0.7506,-0.8155,1.3356,-1.0458,1.1628,0.454,-0.109,-0.9591,-0.4356,-0.7788,0.3413
"PA14_62130",-0.1593,-0.6987,-4.5311,0.6858,0.0184,0.0591,0.6787,-3.0366,-2.9197,0.1855,-0.0614,-1.2538,-5.3785,-0.6985,0.0343,0.8864,-0.0369,0.5835,-3.9843,0.4378,-0.0016,0.7109,-1.8102,0.3266,-1.1419,0.0409,-4.475,1.1646,0.7507,-0.0099,-4.6355,0.3489,-0.5274,-1.1716,1.0926,-0.8275,-0.2199,0.6235,-1.5675,-0.1588,-1.9245,-0.7759,0.6221,0.2667,0.2493,0.5848,-1.4945,0.3522,1.2088,0.3889,-0.5807,0.3241,-1.3564,0.4543,0.4721,-0.3802,0.2257,-2.3984,0.7237,-0.4914,0.7533,-0.6016,-4.6887,0.6367,0.184,-0.3079,-0.3843,-3.8265,-0.2054,-0.6009,-0.0399,-4.6501,0.6478,-0.0094,0.7631,0.6981,-0.2152,0.8505,-0.2547,-1.393,-0.0691,0.5121,-1.1147,-0.1641,0.0051,-2.0889,1.044
"PA14_62150",-0.0823,-0.4484,-2.1523,1.064,0.7074,-0.2748,1.1601,-1.855,-2.4704,0.7769,0.4967,-0.5434,-3.0864,-0.9849,0.0746,0.1836,-0.4201,0.9865,-1.8087,-0.4102,-0.1801,0.6808,-0.3151,-0.0483,-1.4766,0.3984,-1.6501,0.4347,0.1281,-0.4486,-2.1471,1.2764,-0.1141,0.4399,1.717,-1.8101,-0.422,0.7154,-2.4524,-0.1149,-1.241,-1.6066,1.0135,-0.2939,-0.4925,-0.0336,0.1449,-0.553,0.4221,1.0566,-0.2972,0.274,0.2496,0.7963,-0.476,0.7918,0.483,-1.646,0.5062,-1.3466,0.3873,-1.1126,-1.6871,-0.0437,-0.0498,-1.3849,-0.6047,-0.6553,-0.552,-0.7818,0.1863,-2.2208,0.6898,1.1622,1.0459,0.7579,0.0634,-0.2396,-0.9277,0.595,-0.6323,-0.26,0.1202,-0.8279,0.3279,0.0215,1.3251
"PA14_62160",-1.1747,-1.953,-0.212,0.1751,-0.0825,-1.9832,0.823,-0.8094,0.3212,0.5256,-0.7638,-2.5625,-6.2346,-1.463,-1.3578,-0.0482,-1.4031,-0.354,-0.2432,-0.1183,-1.3606,-0.4359,0.7558,-0.3213,-2.6597,-0.4386,-0.0264,-0.8077,-0.2914,-1.6519,0.2106,0.9406,-0.217,0.5841,1.5691,-3.5941,-0.3117,0.7333,-0.1471,-0.5129,-2.8571,-1.3749,-0.0722,-0.4258,-1.4365,0.4855,0.5989,-0.9457,0.0788,0.1301,-2.0688,-0.1143,0.5396,-0.4551,-1.3265,0.9404,0.3139,-0.5661,-0.539,-2.7669,-0.2126,-2.8369,0.3868,0.6413,0.2846,-0.3222,0.2302,1.1014,0.3262,-1.0512,0.1395,0.2735,-1.8233,0.8314,1.5478,1.0707,-0.8723,-0.3595,-1.4238,0.9888,-0.3924,0.5069,0.9745,-0.0617,0.1646,0.9078,-0.8374
"PA14_62170",-0.995,-0.6003,0.7859,0.4639,0.2731,-1.0752,-0.2762,-0.9578,5.6664,-0.3382,0.4132,1.0595,3.4933,-0.2504,0.439,-0.0829,0.6643,0.0178,1.4962,-0.2449,-1.4663,0.5458,0.9316,-0.5131,0.4597,-0.5427,0.168,-0.1436,0.3794,0.731,-0.3784,-0.0551,-0.6758,-0.2061,0.5861,0.4061,0.2554,0.0337,7.0647,1.0641,-0.6271,-0.2394,-1.0377,-0.1626,1.0316,0.4707,0.7629,-1.0903,0.3334,-0.8291,1.2221,0.7956,0.192,1.451,0.1157,-0.2943,0.8766,1.2852,0.6951,0.639,-0.6809,0.3687,1.0048,-0.5097,-0.6788,-0.0042,0.3918,-1.658,-0.6587,-2.179,0.3475,-0.6233,0.0059,0.8392,0.9003,0.6487,-0.2509,-0.2762,-0.1486,7e-04,0.6938,0.5025,-1.1732,0.1761,0.2882,-0.3226,-0.1966
"PA14_62180",1.0943,1.4573,-1.7284,0.0162,1.1022,1.8096,-0.158,-1.0623,0.9549,-0.0121,-0.0482,-0.6698,-0.2765,-0.6415,0.0162,0.6986,-0.4022,-1.0642,-1.9675,0.3434,1.4785,0.0486,-1.5666,-0.1285,0.0615,-0.6319,-1.9643,0.2495,-0.2811,-0.9046,-2.2845,0.388,1.8638,0.1387,0.6545,0.4389,0.7896,-0.0976,1.1374,-0.3938,-0.5969,0.1807,0.7637,-0.2247,-0.1617,-0.4172,-0.2853,1.1689,0.5263,0.8605,1.0627,-0.2093,-0.1103,0.1932,-0.6079,0.5752,0.5384,-1.3261,0.6315,-0.2097,-0.4283,-0.3314,-1.4363,-0.2156,-0.375,0.2155,-0.3486,-1.0781,-0.4626,0.4356,-1.4377,-1.4544,0.0075,-0.2129,0.0521,0.5623,-0.06,-0.2324,-0.7885,-0.2077,-0.166,0.2396,0.5667,-0.6448,-0.8687,-0.3917,-0.6986
"PA14_62190",1.5801,1.8487,-2.3172,-0.2922,1.9572,2.293,-0.5617,-0.6643,-0.2047,-0.3184,0.2305,-0.3458,1.18,-1.4496,0.9472,-0.0871,-0.2838,-2.5599,-2.2906,-0.0757,1.6906,-1.2275,-1.4489,0.018,0.2786,-0.3869,-2.3016,-0.1865,-1.1192,-0.2155,-2.6591,0.6106,1.5487,-0.0379,0.013,1.5877,1.012,-0.8514,0.8106,-0.8535,0.2107,0.5928,0.2145,0.2114,0.0721,-0.6231,-0.9255,1.7641,0.3158,0.3017,0.2159,-0.0978,-0.3719,-0.3805,-0.3268,-0.7186,-0.1618,-1.699,0.5123,0.3292,-0.5688,0.8198,-1.8965,-0.217,0.0932,0.8559,-0.9718,-0.9258,-0.1241,-0.2104,-0.6449,-1.295,1.397,-0.311,0.3738,0.3159,0.4423,0.0039,0.0315,-0.2832,0.0624,0.7048,0.8808,0.1215,-0.0738,-0.7315,0.0042
"PA14_62200",1.6732,1.8954,-0.1966,-1.5143,2.4865,3.3989,0.056,-1.2199,-2.5239,0.1133,0.1075,-0.8228,-3.306,-2.0293,0.051,-0.3553,-0.4938,-1.1406,-0.4853,-0.7707,2.6064,-1.5239,0.3337,-0.5971,-0.5122,-1.544,0.0424,-0.8338,-1.341,0.0155,-0.09,0.8562,2.1215,1.3339,0.1117,1.4561,2.193,-0.4846,-1.9167,0.2507,-0.6868,0.4581,0.886,0.3628,0.1778,-0.3798,0.4352,1.9685,-0.0946,0.2451,-0.5816,-0.8418,0.4357,-0.591,-0.6081,0.5557,-0.0182,-1.6824,0.1627,0.5925,0.0051,0.3636,-0.2675,-0.4212,-1.044,-0.9375,-1.3834,1.2658,-0.8074,-0.2457,-1.2036,0.7536,0.1512,1.0719,0.201,0.1641,0.7253,-0.1669,0.281,1.0341,-0.7855,-0.3469,1.9571,-0.253,-0.275,1.7147,0.9291
"PA14_62230",0.3578,-0.7716,-2.6977,0.7582,-2.1054,-0.2199,0.4166,0.5525,-0.0146,0.5525,0.5891,0.2534,-4.1408,0.5457,0.6156,0.6613,0.5541,0.4298,-2.0422,0.3293,-0.1064,0.0737,-1.7367,0.5898,-0.2027,0.6922,-2.3724,0.2513,0.5687,1.1094,-2.5096,-0.2545,-0.9452,-1.2621,0.1352,1.0667,-0.4065,0.2398,-1.4985,-0.0138,0.8991,-1.205,0.4473,0.0381,0.3126,0.1629,-1.234,-0.6951,0.2431,-2.1169,0.1091,0.1842,-1.7377,-0.0092,0.127,-0.8973,1.3488,0.5642,0.2077,-0.4232,0.7671,0.015,-2.1316,0.638,0.5442,0.9094,1.6183,-1.6689,0.3591,-0.0163,2.0055,-2.0867,0.5135,0.7703,0.2597,0.0453,-0.4914,-1.1232,0.2055,-0.4637,-0.2952,0.1232,-1.6894,0.1163,0.0361,-1.7885,-0.1943
"PA14_62240",-0.1866,0.9844,-1.0801,0.2044,0.2795,-0.1109,-0.0772,0.66,-1.0207,-0.0368,0.6499,4.6102,0.8995,0.3367,0.8032,-0.4883,0.1057,0.6724,0.114,-0.6225,-0.9275,-0.7502,-0.7256,-0.0702,4.3529,0.4954,-0.9846,0.0924,0.0451,0.9994,-1.2185,0.0456,0.2494,-0.6684,0.5813,0.4094,-0.256,-0.5091,-0.4391,0.3675,2.1428,0.7029,-0.6786,-0.7797,-0.3616,-0.1235,0.3834,-1.7356,-0.8024,-0.1326,4.1087,0.8957,-0.0216,1.5615,1.1767,-0.3317,-0.8069,0.1846,0.3787,2.5822,-0.1376,3.0663,-0.8689,-0.1603,0.4656,-0.3852,-0.5297,-1.9226,-0.0543,1.2623,0.2593,-1.7887,1.5336,0.3373,-0.0153,1.0134,1.7287,0.603,1.1851,-0.0528,-0.1213,0.357,-1.6801,0.2359,0.3152,-1.0477,0.0014
"PA14_62250",-0.7721,0.1813,1.3059,0.108,-0.2884,-0.0799,-0.3785,1.5686,-0.8854,0.0111,-0.3362,2.2677,0.8994,1.9591,0.0823,-0.1315,0.5856,-0.4195,1.0859,-0.8644,-1.0732,-1.1244,-0.035,0.7168,1.0678,1.6795,0.8246,1.4177,1.3088,1.7053,-0.1036,-0.0104,-0.2089,-0.8094,-0.1262,-0.298,-0.1762,-0.0498,-1.1974,-0.2,1.052,1.5975,-0.2,-0.9573,0.3201,-0.0145,0.5554,-1.4332,-0.7074,-0.1094,1.7819,0.445,-0.5045,0.777,0.9163,-0.5547,-0.64,1.01,0.0704,1.3908,-0.6891,1.2879,0.5073,-0.1075,-0.2581,0.2171,-0.3512,-0.6104,0.192,-0.092,0.412,-0.5245,0.1053,0.4224,0.1372,1.2307,0.2321,0.6144,-0.1045,-0.0813,0.6907,-0.0337,-1.2332,1.4414,-0.3029,-1.676,0.3791
"PA14_62260",-1.4283,-1.1574,1.132,-0.4119,-1.4813,-0.1906,-0.2221,0.9973,0.6768,-0.2027,0.6376,0.4624,1.4132,-0.8988,0.5365,-0.0953,0.9552,-0.3895,1.9527,0.1364,-0.1437,-1.314,0.4224,0.8262,0.2886,-0.1779,1.2481,1.0923,0.1714,1.313,1.6122,-0.6636,-1.2196,0.2577,-0.3024,-1.5314,0.4621,0.0317,0.809,0.8862,-0.3501,-1.0117,-0.701,0.0778,0.2967,-0.0175,0.8704,-0.051,-0.0998,0.2809,-0.0733,0.1699,0.6784,0.5217,0.9154,0.5763,3.3588,0.6226,-0.3878,-0.9462,-0.418,-0.6857,0.9728,-0.064,0.1016,2.5748,0.1003,-0.7303,0.773,0.6223,0.5218,-0.3979,0.0863,0.5477,-0.3437,-0.6843,-0.8081,-0.7721,-0.4912,0.3702,1.6861,-0.509,-0.7007,0.6614,-0.1231,0.4362,-0.5258
